run,strategy,generation,index,algorithm,fitness
exp_mo_1plus1_run1,(1+1)-ES,26,27,MOBO_GP_Tchebycheff_Fast,0.513487
exp_mo_1plus1_run1,(1+1)-ES,27,28,MOBO_GP_Tchebycheff_Fast,0.485197
exp_mo_1plus1_run1,(1+1)-ES,28,29,MOBO_GP_Tchebycheff_Fast,0.412290
exp_mo_1plus1_run1,(1+1)-ES,29,30,MOBO_GP_Tchebycheff_Fast,0.458328
exp_mo_1plus1_run1,(1+1)-ES,30,31,MOBO_GP_Tchebycheff_Uncertainty,0.461780
exp_mo_1plus1_run1,(1+1)-ES,31,32,MOBO_GP_Tchebycheff_LCB,0.431628
exp_mo_1plus1_run1,(1+1)-ES,32,33,MOBO_GP_Tchebycheff_Exploration,0.468743
exp_mo_1plus1_run1,(1+1)-ES,33,34,MOBO_GP_Tchebycheff_UCB,0.466620
exp_mo_1plus1_run1,(1+1)-ES,34,35,MOBO_GP_Tchebycheff_Fast,0.477923
exp_mo_1plus1_run1,(1+1)-ES,35,36,MOBO_GP_Tchebycheff_WUCB,0.490345
exp_mo_1plus1_run1,(1+1)-ES,36,37,MOBO_GP_Tchebycheff_UCB,0.464723
exp_mo_1plus1_run1,(1+1)-ES,37,38,MOBO_GP_Tchebycheff_Fast,0.459193
exp_mo_1plus1_run1,(1+1)-ES,38,39,MOBO_GP_Tchebycheff_Fast,0.440294
exp_mo_1plus1_run1,(1+1)-ES,39,40,MOBO_GP_Tchebycheff_Fast,0.491513
exp_mo_1plus1_run1,(1+1)-ES,40,41,MOBO_GP_Tchebycheff_Fast,0.478761
exp_mo_1plus1_run1,(1+1)-ES,41,42,MOBO_GP_Tchebycheff_Explorative,0.495863
exp_mo_1plus1_run1,(1+1)-ES,42,43,MOBO_GP_Tchebycheff_LCB,0.499355
exp_mo_1plus1_run1,(1+1)-ES,43,44,MOBO_GP_Tchebycheff_LCB,0.451696
exp_mo_1plus1_run1,(1+1)-ES,44,45,MOBO_GP_Tchebycheff_Fast,0.471377
exp_mo_1plus1_run1,(1+1)-ES,45,46,MOBO_GP_Tchebycheff_Exploratory,0.518347
exp_mo_1plus1_run1,(1+1)-ES,46,47,MOBO_GP_Tchebycheff_Exploratory,0.456453
exp_mo_1plus1_run1,(1+1)-ES,47,48,MOBO_GP_Tchebycheff_AdaptiveScale,0.471240
exp_mo_1plus1_run1,(1+1)-ES,48,49,MOBO_GP_Tchebycheff_Exploratory,0.400997
exp_mo_1plus1_run1,(1+1)-ES,49,50,MOBO_GP_Tchebycheff_Exploratory,0.426196
exp_mo_1plus1_run1,(1+1)-ES,50,51,MOBO_GP_Tchebycheff_LCB,0.517110
exp_mo_1plus1_run1,(1+1)-ES,51,52,MOBO_GP_Tchebycheff_Exploratory_Refined,0.486153
exp_mo_1plus1_run1,(1+1)-ES,52,53,MOBO_GP_Tchebycheff_Exploratory,0.464912
exp_mo_1plus1_run1,(1+1)-ES,53,54,MOBO_GP_Tchebycheff_Exploratory,0.511153
exp_mo_1plus1_run1,(1+1)-ES,54,55,MOBO_GP_Tchebycheff_Exploratory_Refined,0.471613
exp_mo_1plus1_run1,(1+1)-ES,55,56,MOBO_GP_Tchebycheff_Exploratory_Refined,0.458111
exp_mo_1plus1_run1,(1+1)-ES,56,57,MOBO_GP_Tchebycheff_Exploratory,0.443151
exp_mo_1plus1_run1,(1+1)-ES,57,58,MOBO_GP_LCB_Tchebycheff,0.478678
exp_mo_1plus1_run1,(1+1)-ES,58,59,MOBO_GP_Tchebycheff_Exploratory,0.479474
exp_mo_1plus1_run1,(1+1)-ES,59,60,MOBO_GP_Tchebycheff_Exploratory,0.452526
exp_mo_1plus1_run1,(1+1)-ES,60,61,MOBO_GP_Tchebycheff_Exploratory,0.443684
exp_mo_1plus1_run1,(1+1)-ES,61,62,MOBO_GP_Tchebycheff_Exploratory,0.466447
exp_mo_1plus1_run1,(1+1)-ES,62,63,MOBO_GP_Tchebycheff_Exploratory,0.483419
exp_mo_1plus1_run1,(1+1)-ES,63,64,MOBO_GP_Tchebycheff_Exploratory,0.434650
exp_mo_1plus1_run1,(1+1)-ES,64,65,MOBO_GP_Tchebycheff_Exploratory,0.513694
exp_mo_1plus1_run1,(1+1)-ES,65,66,MOBO_GP_Tchebycheff_Exploratory,0.458353
exp_mo_1plus1_run1,(1+1)-ES,66,67,MOBO_GP_Tchebycheff_Exploratory,0.481062
exp_mo_1plus1_run1,(1+1)-ES,67,68,MOBO_GP_Tchebycheff_Exploratory,0.515154
exp_mo_1plus1_run1,(1+1)-ES,68,69,MOBO_GP_Tchebycheff_Refined,0.531651
exp_mo_1plus1_run1,(1+1)-ES,69,70,MOBO_GP_Tchebycheff_Refined,0.454625
exp_mo_1plus1_run1,(1+1)-ES,70,71,MOBO_GP_Tchebycheff_Refined,0.460889
exp_mo_1plus1_run1,(1+1)-ES,71,72,MOBO_GP_Tchebycheff_Enhanced,0.478269
exp_mo_1plus1_run1,(1+1)-ES,72,73,MOBO_GP_Tchebycheff_Refined,0.471799
exp_mo_1plus1_run1,(1+1)-ES,73,74,MOBO_GP_Tchebycheff_Refined,0.460157
exp_mo_1plus1_run1,(1+1)-ES,74,75,MOBO_GP_Tchebycheff_Refined_v2,0.451693
exp_mo_1plus1_run1,(1+1)-ES,75,76,MOBO_GP_Tchebycheff_Refined,0.427468
exp_mo_1plus1_run1,(1+1)-ES,76,77,MOBO_GP_Tchebycheff_Refined,0.410141
exp_mo_1plus1_run1,(1+1)-ES,77,78,MOBO_GP_Tchebycheff_Refined,0.461963
exp_mo_1plus1_run1,(1+1)-ES,78,79,MOBO_GP_Tchebycheff_Refined,0.435292
exp_mo_1plus1_run1,(1+1)-ES,79,80,MOBO_GP_Tchebycheff_Refined,0.500339
exp_mo_1plus1_run1,(1+1)-ES,80,81,MOBO_GP_Tchebycheff_Refined,0.516129
exp_mo_1plus1_run1,(1+1)-ES,81,82,MOBO_GP_Tchebycheff_Refined,0.502706
exp_mo_1plus1_run1,(1+1)-ES,82,83,MOBO_GP_Tchebycheff_Refined,0.482981
exp_mo_1plus1_run1,(1+1)-ES,83,84,MOBO_GP_Tchebycheff_Refined,0.414937
exp_mo_1plus1_run1,(1+1)-ES,84,85,MOBO_GP_Tchebycheff_Robust,0.415342
exp_mo_1plus1_run1,(1+1)-ES,85,86,MOBO_GP_Tchebycheff_Refined,0.432231
exp_mo_1plus1_run1,(1+1)-ES,86,87,MOBO_GP_Tchebycheff_Refined,0.417168
exp_mo_1plus1_run1,(1+1)-ES,87,88,MOBO_GP_Tchebycheff_EpsilonGreedy,0.399110
exp_mo_1plus1_run1,(1+1)-ES,88,89,MOBO_GP_Tchebycheff_Aspirational,0.394965
exp_mo_1plus1_run1,(1+1)-ES,89,90,MOBO_GP_Tchebycheff_NadirRefined,0.440615
exp_mo_1plus1_run1,(1+1)-ES,90,91,MOBO_GP_Tchebycheff_Refined,0.459551
exp_mo_1plus1_run1,(1+1)-ES,91,92,MOBO_GP_Tchebycheff_Refined,0.495227
exp_mo_1plus1_run1,(1+1)-ES,92,93,MOBO_GP_Tchebycheff_Refined,0.479824
exp_mo_1plus1_run1,(1+1)-ES,93,94,MOBO_GP_Tchebycheff_Refined,0.442449
exp_mo_1plus1_run1,(1+1)-ES,94,95,MOBO_GP_Tchebycheff_Refined,0.425355
exp_mo_1plus1_run1,(1+1)-ES,95,96,MOBO_GP_Tchebycheff_Enhanced,0.506340
exp_mo_1plus1_run1,(1+1)-ES,96,97,MOBO_GP_Tchebycheff_MaxHV,0.334515
exp_mo_1plus1_run1,(1+1)-ES,97,98,MOBO_GP_Tchebycheff_Refined,0.464568
exp_mo_1plus1_run1,(1+1)-ES,98,99,MOBO_GP_Tchebycheff_Robust,0.434656
exp_mo_1plus1_run1,(1+1)-ES,99,100,MOBO_GP_Tchebycheff_Robust,0.460117
exp_mo_1plus1_run2,(1+1)-ES,0,1,MOBOEHVISurrogate,0.466631
exp_mo_1plus1_run2,(1+1)-ES,1,2,MOBOEHVISurrogate,0.378821
exp_mo_1plus1_run2,(1+1)-ES,2,3,MOBOParEGO,
exp_mo_1plus1_run2,(1+1)-ES,3,4,MOBOEHVISurrogate,0.457684
exp_mo_1plus1_run2,(1+1)-ES,4,5,MOBOEHVISurrogate,0.455070
exp_mo_1plus1_run2,(1+1)-ES,5,6,MOBOESISurrogate,0.488395
exp_mo_1plus1_run2,(1+1)-ES,6,7,MOBOESISurrogate,0.415782
exp_mo_1plus1_run2,(1+1)-ES,7,8,MOBOESISurrogate,0.449361
exp_mo_1plus1_run2,(1+1)-ES,8,9,MOBOESISurrogate,0.368225
exp_mo_1plus1_run2,(1+1)-ES,9,10,MOBOESIMaternGP,0.345129
exp_mo_1plus1_run2,(1+1)-ES,10,11,MOBOESISurrogate,
exp_mo_1plus1_run2,(1+1)-ES,11,12,MOBOESISurrogate,0.445834
exp_mo_1plus1_run2,(1+1)-ES,12,13,MOBOESISurrogate,0.445213
exp_mo_1plus1_run2,(1+1)-ES,13,14,MOBOESISurrogate,0.427726
exp_mo_1plus1_run2,(1+1)-ES,14,15,MOBOESISurrogate,0.345028
exp_mo_1plus1_run2,(1+1)-ES,15,16,MOBOESISurrogate,0.426776
exp_mo_1plus1_run2,(1+1)-ES,16,17,MOBOESISurrogate,0.335748
exp_mo_1plus1_run2,(1+1)-ES,17,18,MOBOESISurrogate,0.466228
exp_mo_1plus1_run2,(1+1)-ES,18,19,MOBOESISurrogate,0.418712
exp_mo_1plus1_run2,(1+1)-ES,19,20,MOBOESISurrogate,0.435494
exp_mo_1plus1_run2,(1+1)-ES,20,21,MOBOESISurrogate,0.343638
exp_mo_1plus1_run2,(1+1)-ES,21,22,MOBOESISurrogate,0.451849
exp_mo_1plus1_run2,(1+1)-ES,22,23,MOBOESILimitedGP,0.494793
exp_mo_1plus1_run2,(1+1)-ES,23,24,MOBOESILimitedGP,0.454728
exp_mo_1plus1_run2,(1+1)-ES,24,25,MOBOESILimitedGP,0.428898
exp_mo_1plus1_run2,(1+1)-ES,25,26,MOBOESILimitedGP,0.460556
exp_mo_1plus1_run2,(1+1)-ES,26,27,MOBOESIFastGP,0.411196
exp_mo_1plus1_run2,(1+1)-ES,27,28,MOBOESILimitedGP,0.413373
exp_mo_1plus1_run2,(1+1)-ES,28,29,MOBOESIFastGP,0.411021
exp_mo_1plus1_run2,(1+1)-ES,29,30,MOBOESILimitedGP,0.387186
exp_mo_1plus1_run2,(1+1)-ES,30,31,MOBOESILimitedGP,0.420086
exp_mo_1plus1_run2,(1+1)-ES,31,32,MOBOESILimitedGP,0.405118
exp_mo_1plus1_run2,(1+1)-ES,32,33,MOBOESIEfficientGP,0.465852
exp_mo_1plus1_run2,(1+1)-ES,33,34,MOBOESILimitedGP,0.462101
exp_mo_1plus1_run2,(1+1)-ES,34,35,MOBOESILimitedGP,0.415642
exp_mo_1plus1_run2,(1+1)-ES,35,36,MOBOESILimitedGP,
exp_mo_1plus1_run2,(1+1)-ES,36,37,MOBOESILimitedGP,0.508724
exp_mo_1plus1_run2,(1+1)-ES,37,38,MOBOESILimitedGP,0.442172
exp_mo_1plus1_run2,(1+1)-ES,38,39,MOBOESILimitedGPFast,0.348442
exp_mo_1plus1_run2,(1+1)-ES,39,40,MOBOESILimitedGP,0.439145
exp_mo_1plus1_run2,(1+1)-ES,40,41,MOBOESILimitedGPOpt,0.323466
exp_mo_1plus1_run2,(1+1)-ES,41,42,MOBOESILimitedGP,
exp_mo_1plus1_run2,(1+1)-ES,42,43,MOBOESIAdaptiveGP,0.460844
exp_mo_1plus1_run2,(1+1)-ES,43,44,MOBOESIFastGP,0.364654
exp_mo_1plus1_run2,(1+1)-ES,44,45,MOBOESILimitedGPRefined,0.482322
exp_mo_1plus1_run2,(1+1)-ES,45,46,MOBOESILimitedGP,0.442926
exp_mo_1plus1_run2,(1+1)-ES,46,47,MOBOESILimitedGP,0.340962
exp_mo_1plus1_run2,(1+1)-ES,47,48,MOBOESILimitedGP,0.435400
exp_mo_1plus1_run2,(1+1)-ES,48,49,MOBOESILimitedGP,
exp_mo_1plus1_run2,(1+1)-ES,49,50,MOBOESILimitedGP,0.409839
exp_mo_1plus1_run2,(1+1)-ES,50,51,MOBOESILimitedGP,
exp_mo_1plus1_run2,(1+1)-ES,51,52,MOBOESILimitedGP,
exp_mo_1plus1_run2,(1+1)-ES,52,53,MOBOESILimitedGP,
exp_mo_1plus1_run2,(1+1)-ES,53,54,MOBOESILimitedGP,0.375876
exp_mo_1plus1_run2,(1+1)-ES,54,55,MOBOESILimitedGP,0.474297
exp_mo_1plus1_run2,(1+1)-ES,55,56,MOBOESILimitedGP,0.393281
exp_mo_1plus1_run2,(1+1)-ES,56,57,MOBOESILimitedGP,0.465880
exp_mo_1plus1_run2,(1+1)-ES,57,58,MOBOESILimitedGP,0.501603
exp_mo_1plus1_run2,(1+1)-ES,58,59,MOBOESILimitedGP,0.429394
exp_mo_1plus1_run2,(1+1)-ES,59,60,MOBOESILimitedGP,0.362041
exp_mo_1plus1_run2,(1+1)-ES,60,61,MOBOESILimitedGP_v2,0.452503
exp_mo_1plus1_run2,(1+1)-ES,61,62,MOBOESILimitedGP_Fast,0.428679
exp_mo_1plus1_run2,(1+1)-ES,62,63,MOBOESILimitedGP,0.453160
exp_mo_1plus1_run2,(1+1)-ES,63,64,MOBOESILimitedGP,0.349988
exp_mo_1plus1_run2,(1+1)-ES,64,65,MOBOESILimitedGP,0.334486
exp_mo_1plus1_run2,(1+1)-ES,65,66,MOBOESILimitedGP,0.421629
exp_mo_1plus1_run2,(1+1)-ES,66,67,MOBOESILimitedGPRefined,0.353014
exp_mo_1plus1_run2,(1+1)-ES,67,68,MOBOESILimitedGP,0.329242
exp_mo_1plus1_run2,(1+1)-ES,68,69,MOBOESILimitedGP,0.385714
exp_mo_1plus1_run2,(1+1)-ES,69,70,MOBOESILimitedGP,0.443884
exp_mo_1plus1_run2,(1+1)-ES,70,71,MOBOESILimitedGP,0.479687
exp_mo_1plus1_run2,(1+1)-ES,71,72,MOBOESILimitedGP,0.430103
exp_mo_1plus1_run2,(1+1)-ES,72,73,MOBOESILimitedGP_Refined,0.422634
exp_mo_1plus1_run2,(1+1)-ES,73,74,MOBOESILimitedGP,
exp_mo_1plus1_run2,(1+1)-ES,74,75,MOBOESILimitedGP,0.408710
exp_mo_1plus1_run2,(1+1)-ES,75,76,MOBOESILimitedGPRefined,0.439197
exp_mo_1plus1_run2,(1+1)-ES,76,77,MOBOESILimitedGP,0.415581
exp_mo_1plus1_run2,(1+1)-ES,77,78,MOBOESILimitedGP,0.326898
exp_mo_1plus1_run2,(1+1)-ES,78,79,MOBOESILimitedGP,0.348131
exp_mo_1plus1_run2,(1+1)-ES,79,80,MOBOESILimitedGP,0.475731
exp_mo_1plus1_run2,(1+1)-ES,80,81,MOBOESILimitedGP,0.477669
exp_mo_1plus1_run2,(1+1)-ES,81,82,MOBOESILimitedGP,0.327670
exp_mo_1plus1_run2,(1+1)-ES,82,83,MOBOESILimitedGP,0.458804
exp_mo_1plus1_run2,(1+1)-ES,83,84,MOBOESIFixedKGP,0.468238
exp_mo_1plus1_run2,(1+1)-ES,84,85,MOBOESIWindowGP,
exp_mo_1plus1_run2,(1+1)-ES,85,86,MOBOESILimitedGPRefined,0.437389
exp_mo_1plus1_run2,(1+1)-ES,86,87,MOBOESILimitedGP,0.430409
exp_mo_1plus1_run2,(1+1)-ES,87,88,MOBOESILimitedGP,0.341141
exp_mo_1plus1_run2,(1+1)-ES,88,89,MOBOESIRestartGP,0.455095
exp_mo_1plus1_run2,(1+1)-ES,89,90,MOBOESILimitedGP,
exp_mo_1plus1_run2,(1+1)-ES,90,91,MOBOESILimitedGP,
exp_mo_1plus1_run2,(1+1)-ES,91,92,MOBOESILimitedGP,
exp_mo_1plus1_run2,(1+1)-ES,92,93,MOBOESILimitedGP,0.461452
exp_mo_1plus1_run2,(1+1)-ES,93,94,MOBOESILimitedGP,0.420741
exp_mo_1plus1_run2,(1+1)-ES,94,95,MOBOESILimitedGP,
exp_mo_1plus1_run2,(1+1)-ES,95,96,MOBOESILimitedGP,0.366432
exp_mo_1plus1_run2,(1+1)-ES,96,97,MOBOESILimitedGP,0.467717
exp_mo_1plus1_run2,(1+1)-ES,97,98,MOBOESILimitedGP,0.399947
exp_mo_1plus1_run2,(1+1)-ES,98,99,MOBOESILimitedGP,0.425524
exp_mo_1plus1_run2,(1+1)-ES,99,100,MOBOESILimitedGP,0.486592
exp_mo_1plus1_run3,(1+1)-ES,0,1,MOBO_GP_WeightedUCB,0.434148
exp_mo_1plus1_run3,(1+1)-ES,1,2,MOBO_GP_WeightedUCB,0.451375
exp_mo_1plus1_run3,(1+1)-ES,2,3,MOBO_GP_WeightedUCB,0.451375
exp_mo_1plus1_run3,(1+1)-ES,3,4,MOBO_GP_WeightedUCB,0.384966
exp_mo_1plus1_run3,(1+1)-ES,4,5,MOBO_GP_WeightedUCB,0.366586
exp_mo_1plus1_run3,(1+1)-ES,5,6,MOBO_GP_WeightedUCB,0.386747
exp_mo_1plus1_run3,(1+1)-ES,6,7,MOBO_GP_WeightedUCB,0.394555
exp_mo_1plus1_run3,(1+1)-ES,7,8,MOBO_GP_WeightedUCB,0.417680
exp_mo_1plus1_run3,(1+1)-ES,8,9,MOBO_GP_WeightedUCB,0.422605
exp_mo_1plus1_run3,(1+1)-ES,9,10,MOBO_GP_WeightedUCB,0.392320
exp_mo_1plus1_run3,(1+1)-ES,10,11,MOBO_GP_WeightedUCB,0.407455
exp_mo_1plus1_run3,(1+1)-ES,11,12,MOBO_GP_WeightedUCB,0.360187
exp_mo_1plus1_run3,(1+1)-ES,12,13,MOBO_GP_WeightedUCB,0.451375
exp_mo_1plus1_run3,(1+1)-ES,13,14,MOBO_GP_WeightedUCB,0.451375
exp_mo_1plus1_run3,(1+1)-ES,14,15,MOBO_GP_WeightedUCB,
exp_mo_1plus1_run3,(1+1)-ES,15,16,MOBO_GP_WeightedUCB,0.408141
exp_mo_1plus1_run3,(1+1)-ES,16,17,MOBO_GP_WeightedUCB,0.382801
exp_mo_1plus1_run3,(1+1)-ES,17,18,MOBO_GP_WeightedScalarization,0.359895
exp_mo_1plus1_run3,(1+1)-ES,18,19,MOBO_GP_WeightedUCB,0.412065
exp_mo_1plus1_run3,(1+1)-ES,19,20,MOBO_GP_WeightedUCB,0.387677
exp_mo_1plus1_run3,(1+1)-ES,20,21,MOBO_GP_WeightedUCB,0.437157
exp_mo_1plus1_run3,(1+1)-ES,21,22,MOBO_GP_TchebycheffUCB,0.395917
exp_mo_1plus1_run3,(1+1)-ES,22,23,MOBO_GP_WeightedUCB,0.359083
exp_mo_1plus1_run3,(1+1)-ES,23,24,MOBO_GP_WeightedUCB,0.407986
exp_mo_1plus1_run3,(1+1)-ES,24,25,MOBO_GP_WeightedUCB,0.393495
exp_mo_1plus1_run3,(1+1)-ES,25,26,MOBO_GP_WeightedUCB_Refined,0.416210
exp_mo_1plus1_run3,(1+1)-ES,26,27,MOBO_GP_WeightedUCB,0.393649
exp_mo_1plus1_run3,(1+1)-ES,27,28,MOBO_GP_WeightedUCB,0.380093
exp_mo_1plus1_run3,(1+1)-ES,28,29,MOBO_GP_WSUCB,0.368076
exp_mo_1plus1_run3,(1+1)-ES,29,30,MOBO_GP_WeightedUCB,0.419476
exp_mo_1plus1_run3,(1+1)-ES,30,31,MOBO_GP_DynamicScaledUCB,0.450673
exp_mo_1plus1_run3,(1+1)-ES,31,32,MOBO_GP_WeightedUCB,0.377949
exp_mo_1plus1_run3,(1+1)-ES,32,33,MOBO_GP_WeightedUCB,0.406052
exp_mo_1plus1_run3,(1+1)-ES,33,34,MOBO_GP_WUCB_SlidingWindow,0.383506
exp_mo_1plus1_run3,(1+1)-ES,34,35,MOBO_GP_WeightedUCB,0.395632
exp_mo_1plus1_run3,(1+1)-ES,35,36,MOBO_GP_WeightedUCB,0.404444
exp_mo_1plus1_run3,(1+1)-ES,36,37,MOBO_GP_WeightedUCB,0.410315
exp_mo_1plus1_run3,(1+1)-ES,37,38,MOBO_GP_WeightedUCB,0.385917
exp_mo_1plus1_run3,(1+1)-ES,38,39,MOBO_GP_WeightedUCB,0.371887
exp_mo_1plus1_run3,(1+1)-ES,39,40,MOBO_GP_WeightedUCB,0.393369
exp_mo_1plus1_run3,(1+1)-ES,40,41,MOBO_GP_WeightedUCB,0.365470
exp_mo_1plus1_run3,(1+1)-ES,41,42,MOBO_GP_WeightedUCB,0.397171
exp_mo_1plus1_run3,(1+1)-ES,42,43,MOBO_GP_WeightedUCB,0.364338
exp_mo_1plus1_run3,(1+1)-ES,43,44,MOBO_GP_WeightedUCB_Adaptive,0.404499
exp_mo_1plus1_run3,(1+1)-ES,44,45,MOBO_GP_WeightedUCB,0.377130
exp_mo_1plus1_run3,(1+1)-ES,45,46,MOBO_GP_WeightedUCB,0.416647
exp_mo_1plus1_run3,(1+1)-ES,46,47,MOBO_GP_TchebycheffUCB,0.368986
exp_mo_1plus1_run3,(1+1)-ES,47,48,MOBO_GP_TchebyUCB,0.405459
exp_mo_1plus1_run3,(1+1)-ES,48,49,MOBO_GP_WeightedUCB,0.398574
exp_mo_1plus1_run3,(1+1)-ES,49,50,MOBO_GP_WeightedUCB,0.402281
exp_mo_1plus1_run3,(1+1)-ES,50,51,MOBO_GP_WeightedUCB,0.336936
exp_mo_1plus1_run3,(1+1)-ES,51,52,MOBO_GP_WeightedUCB,0.388027
exp_mo_1plus1_run3,(1+1)-ES,52,53,MOBO_GP_WeightedUCB,0.415373
exp_mo_1plus1_run3,(1+1)-ES,53,54,MOBO_GP_WeightedUCB,0.387607
exp_mo_1plus1_run3,(1+1)-ES,54,55,MOBO_GP_WeightedUCB,0.444105
exp_mo_1plus1_run3,(1+1)-ES,55,56,MOBO_GP_WeightedUCB,0.382639
exp_mo_1plus1_run3,(1+1)-ES,56,57,MOBO_GP_WeightedUCB,0.418208
exp_mo_1plus1_run3,(1+1)-ES,57,58,MOBO_GP_WeightedUCB,0.443434
exp_mo_1plus1_run3,(1+1)-ES,58,59,MOBO_GP_WeightedUCB,0.383446
exp_mo_1plus1_run3,(1+1)-ES,59,60,MOBO_GP_WeightedUCB,0.451375
exp_mo_1plus1_run3,(1+1)-ES,60,61,MOBO_GP_WeightedUCB,0.406616
exp_mo_1plus1_run3,(1+1)-ES,61,62,MOBO_GP_WeightedUCB,0.451375
exp_mo_1plus1_run3,(1+1)-ES,62,63,MOBO_GP_WeightedUCB,0.364768
exp_mo_1plus1_run3,(1+1)-ES,63,64,MOBO_GP_WeightedUCB,0.415125
exp_mo_1plus1_run3,(1+1)-ES,64,65,MOBO_GP_WeightedUCB,0.391937
exp_mo_1plus1_run3,(1+1)-ES,65,66,MOBO_GP_WeightedUCB,0.375090
exp_mo_1plus1_run3,(1+1)-ES,66,67,MOBO_GP_WeightedUCB,0.421679
exp_mo_1plus1_run3,(1+1)-ES,67,68,MOBO_GP_WeightedUCB_Normalized,0.380964
exp_mo_1plus1_run3,(1+1)-ES,68,69,MOBO_GP_WeightedUCB,0.392490
exp_mo_1plus1_run3,(1+1)-ES,69,70,MOBO_GP_WeightedUCB,0.378643
exp_mo_1plus1_run3,(1+1)-ES,70,71,MOBO_GP_WeightedUCB,0.399740
exp_mo_1plus1_run3,(1+1)-ES,71,72,MOBO_GP_WeightedUCB,0.382756
exp_mo_1plus1_run3,(1+1)-ES,72,73,MOBO_GP_WeightedUCB,0.451375
exp_mo_1plus1_run3,(1+1)-ES,73,74,MOBO_GP_WeightedUCB,0.429014
exp_mo_1plus1_run3,(1+1)-ES,74,75,MOBO_GP_WeightedUCB,0.415559
exp_mo_1plus1_run3,(1+1)-ES,75,76,MOBO_GP_WeightedUCB,0.437541
exp_mo_1plus1_run3,(1+1)-ES,76,77,MOBO_GP_WeightedUCB,0.404337
exp_mo_1plus1_run3,(1+1)-ES,77,78,MOBO_GP_WeightedUCB,0.397905
exp_mo_1plus1_run3,(1+1)-ES,78,79,MOBO_GP_WeightedUCB,0.418309
exp_mo_1plus1_run3,(1+1)-ES,79,80,MOBO_GP_AdaptiveUCB,0.361693
exp_mo_1plus1_run3,(1+1)-ES,80,81,MOBO_GP_WeightedUCB,0.418475
exp_mo_1plus1_run3,(1+1)-ES,81,82,MOBO_GP_WeightedUCB,0.422023
exp_mo_1plus1_run3,(1+1)-ES,82,83,MOBO_GP_WeightedUCB,0.405189
exp_mo_1plus1_run3,(1+1)-ES,83,84,MOBO_GP_WeightedUCB,0.406748
exp_mo_1plus1_run3,(1+1)-ES,84,85,MOBO_GP_WeightedUCB,0.347363
exp_mo_1plus1_run3,(1+1)-ES,85,86,MOBO_GP_WeightedUCB,0.409591
exp_mo_1plus1_run3,(1+1)-ES,86,87,MOBO_GP_WeightedUCB,0.387324
exp_mo_1plus1_run3,(1+1)-ES,87,88,MOBO_GP_WeightedUCB_Refined,0.381803
exp_mo_1plus1_run3,(1+1)-ES,88,89,MOBO_GP_WeightedUCB,0.374336
